categ_id (catagory),default_code,description,combined,PackID,Sequence,Length 1,Width 1,Height 1,Weight 1
Finished Goods,RPP-5068,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5068] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5068,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw","[RPP-5068] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" casters 2F & 2 Sw",Pack_0139,2,57,42,3,41
Finished Goods,RPP-5069,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5069] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",Pack_0134,1,56,33,8,111
Finished Goods,RPP-5069,"COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters","[RPP-5069] COATED DECK (3900) 1 x-tall, 1 std, 1 short upright, 1 lip attach, 8"" ALL Swivel casters",Pack_0139,2,57,42,3,41
Finished Goods,RPP-900,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0145,1,63,32,8,47
Finished Goods,RPP-900,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-900F,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-900F] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0145,1,63,32,8,47
Finished Goods,RPP-900F,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-900F] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-900LUS,"Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel","[RPP-900LUS] Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel",Pack_0107,1,43.5,32,84,34
Finished Goods,RPP-900LUS,"Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel","[RPP-900LUS] Hanging Folded Chair Storage Truck for Lifetime Chairs, with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-900P,"Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel","[RPP-900P] Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel",Pack_0107,1,43.5,32,84,34
Finished Goods,RPP-900P,"Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel","[RPP-900P] Hanging Folded Chair Storage Truck with 5"" Poly Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-900US,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900US] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0107,1,43.5,32,84,34
Finished Goods,RPP-900US,"Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-900US] Hanging Folded Chair Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-915,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0147,1,43,32,8,29
Finished Goods,RPP-915,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-915LUS,"Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...","[RPP-915LUS] Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-915LUS,"Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...","[RPP-915LUS] Hanging Folded Chair and Table Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic C...",Pack_0146,2,70,31,3,41
Finished Goods,RPP-915US,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915US] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-915US,"Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-915US] Hanging Folded Chair and Table Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-916,Half height version of 915,[RPP-916] Half height version of 915,Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-916,Half height version of 915,[RPP-916] Half height version of 915,Pack_0146,2,70,31,3,41
Finished Goods,RPP-920,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0148,1,43,32,8,35
Finished Goods,RPP-920,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-920 E.P.M.,"Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...","[RPP-920 E.P.M.] Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-920 E.P.M.,"Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...","[RPP-920 E.P.M.] Custom 920 60"" overall height 3 plain crossbars per unit Middle crossbar 30"" on center from ...",Pack_0146,2,70,31,3,41
Finished Goods,RPP-920F,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-920F] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-920F,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-920F] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-920LUS,"Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...","[RPP-920LUS] Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-920LUS,"Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...","[RPP-920LUS] Hanging Folded Chair Storage Truck Compact Size for Lifetime Chairs with 5"" Phenolic Casters, al...",Pack_0146,2,70,31,3,41
Finished Goods,RPP-920US,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920US] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-920US,"Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel","[RPP-920US] Hanging Folded Chair Storage Truck Compact Size with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-930,"Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...","[RPP-930] Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...",Pack_0149,1,63,32,8,39
Finished Goods,RPP-930,"Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...","[RPP-930] Hanging Folded Chair and Table Storage Truck Half Height, one sided hanger with 5"" Phenolic Ca...",Pack_0146,2,70,31,3,41
Finished Goods,RPP-935,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0149,1,63,32,8,39
Finished Goods,RPP-935,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-935F,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-935F] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0149,1,63,32,8,39
Finished Goods,RPP-935F,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel","[RPP-935F] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, 2 fixed and 2 swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-935LUS,"Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...","[RPP-935LUS] Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-935LUS,"Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...","[RPP-935LUS] Hanging Folded Chair and Table Storage Truck for Lifetime Chairs with 5"" Phenolic Casters, all s...",Pack_0146,2,70,31,3,41
Finished Goods,RPP-935US,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935US] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0109,1,43.5,32,84,30
Finished Goods,RPP-935US,"Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel","[RPP-935US] Hanging Folded Chair and Table Storage Truck with 5"" Phenolic Casters, all swivel",Pack_0146,2,70,31,3,41
Finished Goods,RPP-940 E.P.M.,"Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management","[RPP-940 E.P.M.] Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management",Pack_0102,1,63,32,8,31
Finished Goods,RPP-940 E.P.M.,"Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management","[RPP-940 E.P.M.] Custom 940 48"" overall height , 2 plain cross bars per unit Emerson Process Management",Pack_0146,2,70,31,3,41
Finished Goods,RPP-940 F,Half Height Storage Truck with swivel And 2 Fixed casters,[RPP-940 F] Half Height Storage Truck with swivel And 2 Fixed casters,Pack_0102,1,63,32,8,31
Finished Goods,RPP-940 F,Half Height Storage Truck with swivel And 2 Fixed casters,[RPP-940 F] Half Height Storage Truck with swivel And 2 Fixed casters,Pack_0146,2,70,31,3,41
Finished Goods,RPP-940US,Half Height Chair Storage Truck,[RPP-940US] Half Height Chair Storage Truck,Pack_0102,1,63,32,8,31
Finished Goods,RPP-940US,Half Height Chair Storage Truck,[RPP-940US] Half Height Chair Storage Truck,Pack_0146,2,70,31,3,41
Finished Goods,RPP-943,"43.5"" long Pipe Rack","[RPP-943] 43.5"" long Pipe Rack",Pack_0102,1,63,32,8,31
Finished Goods,RPP-943,"43.5"" long Pipe Rack","[RPP-943] 43.5"" long Pipe Rack",Pack_0146,2,70,31,3,41
Finished Goods,RPP-975US,975 Pipe Rack (without brakes),[RPP-975US] 975 Pipe Rack (without brakes),Pack_0102,1,63,32,8,31
Finished Goods,RPP-975US,975 Pipe Rack (without brakes),[RPP-975US] 975 Pipe Rack (without brakes),Pack_0146,2,70,31,3,41
Finished Goods,RPP-976US,976 Pipe Rack (With Brakes),[RPP-976US] 976 Pipe Rack (With Brakes),Pack_0102,1,63,32,8,31
Finished Goods,RPP-976US,976 Pipe Rack (With Brakes),[RPP-976US] 976 Pipe Rack (With Brakes),Pack_0146,2,70,31,3,41
Finished Goods,RPP-Flagship FS1,Table Toter Flagship model,[RPP-Flagship FS1] Table Toter Flagship model,Pack_0150,1,40,14,6,45
Finished Goods,RPP-Round Toter R1,4'-5' ROUND TABLE TOTER R1,[RPP-Round Toter R1] 4'-5' ROUND TABLE TOTER R1,Pack_0150,1,40,14,6,45
Finished Goods,RPP-Strap Flagship Junior,"Replacement strap for Flagship/Junior T.T. 42""","[RPP-Strap Flagship Junior] Replacement strap for Flagship/Junior T.T. 42""",Pack_0150,1,40,14,6,45
Finished Goods,RPP-3969,"Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights","[RPP-3969] Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights",Pack_0080,1,56,33,9,72
Finished Goods,RPP-3969,"Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights","[RPP-3969] Heavy Duty Platform Truck with 8"" Poly Casters, all swivel, and 4 37.25"" Uprights",Pack_0081,2,15,13,10,28
Finished Goods,RPP-3828US,"Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights","[RPP-3828US] Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights",Pack_0099,1,42,31,6,59
Finished Goods,RPP-3828US,"Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights","[RPP-3828US] Panel Mover with 8"" Poly Casters, 2 Fixed and 2 Swivel; & 3 Standard 26"" Uprights",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0046,1,40,28,6,36
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3829-B,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3829-B] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0151,3,16,13,10,25
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",Pack_0043,1,50,34,5,38
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",Pack_0112,2,49,45,3,38
Finished Goods,RPP-3703,"Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel","[RPP-3703] Standard Round Folding Table Mover with 8"" Poly Casters, 2 fixed and 2 swivel",Pack_0100,3,16,13,10,24
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",Pack_0043,1,50,34,5,38
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",Pack_0112,2,49,45,3,38
Finished Goods,RPP-3706,"Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel","[RPP-3706] Standard Round Folding Table Mover with 8"" Poly Casters, All Swivel",Pack_0152,3,16,13,10,28
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0043,1,50,34,5,38
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0112,2,49,45,3,38
Finished Goods,RPP-3711,"Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes","[RPP-3711] Standard Round Folding Table Mover with 8"" Air Free Casters; 2 Fixed and 2 Swivel with Brakes",Pack_0100,3,16,13,10,24
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",Pack_0043,1,50,34,5,38
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",Pack_0112,2,49,45,3,38
Finished Goods,RPP-3712,"Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes","[RPP-3712] Standard Round Folding Table Mover with 8"" Air Free Casters; All Swivel w/Brakes",Pack_0152,3,16,13,10,28
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",Pack_0046,1,40,28,6,36
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",Pack_0123,2,50,40,4,52
Finished Goods,RPP-3829,"Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel","[RPP-3829] Panel Mover with 3 Extra Tall Uprights, 8"" Poly Casters; 2 Fixed and 2 Swivel",Pack_0151,3,16,13,10,25
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0122,1,40,28,6,34
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0123,2,50,40,4,52
Finished Goods,RPP-3881,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0152,3,16,13,10,28
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3884,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights","[RPP-3884] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights",Pack_0100,3,16,13,10,24
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3884 - B,"Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes","[RPP-3884 - B] Panel Mover with 8"" Poly Casters, 2 fixed and 2 swivel, and 2 45"" uprights with Brakes",Pack_0152,3,16,13,10,28
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",Pack_0124,2,50,40,4,35
Finished Goods,RPP-3885,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights","[RPP-3885] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights",Pack_0152,3,16,13,10,28
Finished Goods,RPP-3880US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights","[RPP-3880US] Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights",Pack_0099,1,42,31,6,59
Finished Goods,RPP-3880US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights","[RPP-3880US] Panel Mover with 8"" Poly Casters, all swivel, and 3 standard uprights",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3881 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3881 - B] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3881 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3881 - B] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",Pack_0152,2,16,13,10,28
Finished Goods,RPP-3881 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes","[RPP-3881 - B] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights with Brakes",Pack_0124,3,50,40,4,35
Finished Goods,RPP-3881US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881US] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3881US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881US] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0152,2,16,13,10,28
Finished Goods,RPP-3881US,"Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights","[RPP-3881US] Panel Mover with 8"" Poly Casters, all swivel, and 3 45"" uprights",Pack_0124,3,50,40,4,35
Finished Goods,RPP-3882,"Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights","[RPP-3882] Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights",Pack_0050,1,42,31,6,57
Finished Goods,RPP-3882,"Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights","[RPP-3882] Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights",Pack_0152,2,16,13,10,28
Finished Goods,RPP-3882 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights with Brakes","[RPP-3882 - B] Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights with Brakes",Pack_0050,1,42,31,6,57
Finished Goods,RPP-3882 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights with Brakes","[RPP-3882 - B] Panel Mover with 8"" Poly Casters, all swivel, and 2 standard uprights with Brakes",Pack_0152,2,16,13,10,28
Finished Goods,RPP-3885 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3885 - B] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3885 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3885 - B] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3885 - B,"Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes","[RPP-3885 - B] Panel Mover with 8"" Poly Casters, all swivel, and 2 45"" uprights with Brakes",Pack_0124,3,50,40,4,35
Finished Goods,RPP-3887,"3800 frame with four 8"" swivel casters, no uprights","[RPP-3887] 3800 frame with four 8"" swivel casters, no uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3887,"3800 frame with four 8"" swivel casters, no uprights","[RPP-3887] 3800 frame with four 8"" swivel casters, no uprights",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3887 - B,"3800 frame with four 8"" swivel casters, no uprights with Brakes","[RPP-3887 - B] 3800 frame with four 8"" swivel casters, no uprights with Brakes",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3887 - B,"3800 frame with four 8"" swivel casters, no uprights with Brakes","[RPP-3887 - B] 3800 frame with four 8"" swivel casters, no uprights with Brakes",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3897,"3800 with 8"" Air Free 2 swivel with brakes, 2 fixed , & 3 std uprights","[RPP-3897] 3800 with 8"" Air Free 2 swivel with brakes, 2 fixed , & 3 std uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3897,"3800 with 8"" Air Free 2 swivel with brakes, 2 fixed , & 3 std uprights","[RPP-3897] 3800 with 8"" Air Free 2 swivel with brakes, 2 fixed , & 3 std uprights",Pack_0100,2,16,13,10,24
Finished Goods,RPP-3898,"Panel Mover 8"" air free all swivel 3 std uprights","[RPP-3898] Panel Mover 8"" air free all swivel 3 std uprights",Pack_0058,1,40,28,6,65
Finished Goods,RPP-3898,"Panel Mover 8"" air free all swivel 3 std uprights","[RPP-3898] Panel Mover 8"" air free all swivel 3 std uprights",Pack_0100,2,16,13,10,24
Finished Goods,RPP-2020,"2.5"" Caster for 2000 Desk Lift, set of 4","[RPP-2020] 2.5"" Caster for 2000 Desk Lift, set of 4",Pack_0003,1,10,12,14,4
Finished Goods,RPP-2020,"2.5"" Caster for 2000 Desk Lift, set of 4","[RPP-2020] 2.5"" Caster for 2000 Desk Lift, set of 4",Pack_0003,2,10,12,14,4
Finished Goods,RPP-2020,"2.5"" Caster for 2000 Desk Lift, set of 4","[RPP-2020] 2.5"" Caster for 2000 Desk Lift, set of 4",Pack_0003,3,10,12,14,4
Finished Goods,RPP-2020,"2.5"" Caster for 2000 Desk Lift, set of 4","[RPP-2020] 2.5"" Caster for 2000 Desk Lift, set of 4",Pack_0003,4,10,12,14,4
Finished Goods,RPP-2330,"3"" Caster for 2300 Desk Lift, set of 4","[RPP-2330] 3"" Caster for 2300 Desk Lift, set of 4",Pack_0003,1,10,12,14,4
Finished Goods,RPP-2330,"3"" Caster for 2300 Desk Lift, set of 4","[RPP-2330] 3"" Caster for 2300 Desk Lift, set of 4",Pack_0003,2,10,12,14,4
Finished Goods,RPP-2330,"3"" Caster for 2300 Desk Lift, set of 4","[RPP-2330] 3"" Caster for 2300 Desk Lift, set of 4",Pack_0003,3,10,12,14,4
